Gene	sim	sec
SkpA	Dsim\GD16521	Dsec\GM19084
SkpB	Dsim\GD25859	Dsec\GM20386
SkpC	Dsim\GD17469	Dsec\GM22995
SkpF	Dsim\GD25046	Dsec\GM15542
sktl	Dsim\GD25249	Dsec\GM15773
sky	Dsim\GD21669	Dsec\GM23295
sl	Dsim\GD17281	Dsec\GM13428
slam	Dsim\GD23406	Dsec\GM18624
slbo	Dsim\GD24965	Dsec\GM11843
Slbp	Dsim\GD15074	Dsec\GM12257
SLC22A	Dsim\GD15009	Dsec\GM22417
SLC5A11	Dsim\GD22434	Dsec\GM13142
Sld5	Dsim\GD18149	Dsec\GM10199
sle	Dsim\GD18687	Dsec\GM23876
slgA	Dsim\GD17534	Dsec\GM23083
Slh	Dsim\GD22831	Dsec\GM18223
sli	Dsim\GD25590	Dsec\GM20113
slif	Dsim\GD15059	Dsec\GM22479
Slik	Dsim\GD24961	Dsec\GM11840
slim	Dsim\GD11384	Dsec\GM21887
Slimp	Dsim\GD18320	Dsec\GM23510
Slip1	Dsim\GD22326	Dsec\GM26808
SLIRP1	Dsim\GD15500	Dsec\GM22629
SLIRP2	Dsim\GD18556	Dsec\GM23745
sll	Dsim\GD19171	Dsec\GM15246
slmb	Dsim\GD20006	Dsec\GM15099
slmo	Dsim\GD22604	Dsec\GM17966
Sln	Dsim\GD10818	Dsec\GM21309
slo	Dsim\GD21120	Dsec\GM26618
SLO2	Dsim\GD25995	Dsec\GM20538
slou	Dsim\GD19974	Dsec\GM11004
slow	Dsim\GD13841	Dsec\GM14656
slp1	Dsim\GD23260	Dsec\GM18442
slv	Dsim\GD10194	Dsec\GM20727
slx1	Dsim\GD17776	Dsec\GM10768
sm	Dsim\sm	Dsec\sm
SmB	Dsim\GD22258	Dsec\GM11667
SMC1	Dsim\GD21062	Dsec\GM26555
SMC2	Dsim\GD25652	Dsec\GM20175
SMC3	Dsim\GD15741	Dsec\GM13388
SMC5	Dsim\GD14975	Dsec\GM22385
SmD1	Dsim\GD12704	Dsec\GM24635
SmD2	Dsim\GD19551	Dsec\GM10560
SmD3	Dsim\GD15400	Dsec\GM21338
SmF	Dsim\GD15243	Dsec\GM20378
Smg5	Dsim\GD22031	Dsec\GM15043
Smg6	Dsim\GD18246	Dsec\GM17762
smid	Dsim\GD14011	Dsec\GM14837
Smn	Dsim\GD12460	Dsec\GM24389
smo	Dsim\GD23013	Dsec\GM16729
smog	Dsim\GD23305	Dsec\GM18497
Smox	Dsim\GD24642	Dsec\GM11208
smp-30	Dsim\GD20401	Dsec\GM25827
SMSr	Dsim\GD13061	Dsec\GM13763
smt3	Dsim\GD22523	Dsec\GM13677
Smu1	Dsim\GD20141	Dsec\GM13648
Smurf	Dsim\GD11296	Dsec\GM21807
Smvt	Dsim\GD16294	Dsec\GM16417
Smyd4-1	Dsim\GD10068	Dsec\GM20595
Smyd4-2	Dsim\GD12724	Dsec\GM24661
Smyd4-3	Dsim\GD10796	Dsec\GM21288
Smyd4-4	Dsim\GD10841	Dsec\GM21333
Smyd5	Dsim\GD19999	Dsec\GM15092
SmydA-2	Dsim\GD12310	Dsec\GM14901
SmydA-3	Dsim\GD23739	Dsec\GM18755
SmydA-4	Dsim\GD16997	Dsec\GM11450
SmydA-5	Dsim\GD10336	Dsec\GM16483
SmydA-6	Dsim\GD11242	Dsec\GM21751
SmydA-7	Dsim\GD11241	Dsec\GM21750
SmydA-9	Dsim\GD16076	Dsec\GM11659
sna	Dsim\GD21953	Dsec\GM14336
Snap29	Dsim\GD25008	Dsec\GM15506
Snapin	Dsim\GD22807	Dsec\GM18203
SNCF	Dsim\GD14444	Dsec\GM25414
snf	Dsim\GD24751	Dsec\GM12396
SNF4Agamma	Dsim\GD19405	Dsec\GM15075
sni	Dsim\GD16123	Dsec\GM11196
snk	Dsim\GD20523	Dsec\GM25963
snky	Dsim\GD14434	Dsec\GM25404
Snmp2	Dsim\GD13035	Dsec\GM24991
Snp	Dsim\GD11641	Dsec\GM15878
sNPF	Dsim\GD24240	Dsec\GM17386
sNPF-R	Dsim\GD12228	Dsec\GM18788
Snr1	Dsim\GD19788	Dsec\GM10810
snRNP-U1-70K	Dsim\GD22521	Dsec\GM13669
snRNP-U1-C	Dsim\GD20140	Dsec\GM13647
SNRPG	Dsim\GD15738	Dsec\GM13382
sns	Dsim\GD10605	Dsec\GM21069
Snx1	Dsim\GD23230	Dsec\GM11137
Snx16	Dsim\GD25447	Dsec\GM19956
Snx3	Dsim\GD18845	Dsec\GM24045
Snx6	Dsim\GD22430	Dsec\GM13127
snz	Dsim\GD16870	Dsec\GM11983
sob	Dsim\GD22744	Dsec\GM18136
Sobp	Dsim\GD25884	Dsec\GM20408
Socs36E	Dsim\GD21843	Dsec\GM17100
Socs44A	Dsim\GD10544	Dsec\GM21010
Sod1	Dsim\Sod	Dsec\Sod
Sod2	Dsim\GD25515	Dsec\GM20031
Sod3	Dsim\GD25903	Dsec\GM20432
Sodh-2	Dsim\GD19902	Dsec\GM23911
sog	Dsim\sog	Dsec\sog
sol	Dsim\GD17529	Dsec\GM23078
Sos	Dsim\Sos	Dsec\GM15254
sosie	Dsim\GD21135	Dsec\GM17767
sowah	Dsim\GD12705	Dsec\GM24639
sowi	Dsim\GD19538	Dsec\GM10540
Sox100B	Dsim\GD21559	Dsec\GM12920
Sox102F	Dsim\Sox102F	Dsec\GM26768
Sox14	Dsim\GD15457	Dsec\GM16077
Sox21a	Dsim\GD12630	Dsec\GM24557
Sox21b	Dsim\GD12629	Dsec\GM24556
SoxN	Dsim\GD23563	Dsec\GM17140
SoYb	Dsim\GD22312	Dsec\GM12046
SP	Dsim\Acp70A	Dsec\Acp70A
Sp1	Dsim\GD16964	Dsec\GM11386
SP1029	Dsim\GD17853	Dsec\GM12248
SP1173	Dsim\GD13116	Dsec\GM13829
Sp212	Dsim\GD20441	Dsec\GM25870
SP2353	Dsim\GD11154	Dsec\GM21654
SP2637	Dsim\GD25375	Dsec\GM19890
SP555	Dsim\GD12021	Dsec\GM18519
Sp7	Dsim\GD19946	Dsec\GM10972
spab	Dsim\GD10121	Dsec\GM20647
spag	Dsim\GD15466	Dsec\GM18312
spag4	Dsim\GD11975	Dsec\GM11032
SPARC	Dsim\GD18115	Dsec\GM10161
spartin	Dsim\GD19745	Dsec\GM10771
Spase12	Dsim\GD17775	Dsec\GM12242
Spase22-23	Dsim\GD18308	Dsec\GM23500
Spat	Dsim\GD16801	Dsec\GM12493
spaw	Dsim\GD15285	Dsec\GM20700
Spc105R	Dsim\GD14909	Dsec\GM22321
spd-2	Dsim\GD12457	Dsec\GM24385
SpdS	Dsim\GD18634	Dsec\GM23823
SPE	Dsim\GD21026	Dsec\GM26518
Spec2	Dsim\GD19599	Dsec\GM10611
spel1	Dsim\GD23963	Dsec\GM15583
spen	Dsim\GD23007	Dsec\GM16722
Spf45	Dsim\GD17712	Dsec\GM11754
spg	Dsim\GD21384	Dsec\GM12740
sphinx2	Dsim\GD13054	Dsec\GM13756
spi	Dsim\GD21745	Dsec\GM16998
spict	Dsim\GD23850	Dsec\GM10042
spidey	Dsim\GD16868	Dsec\GM11981
spin	Dsim\GD11163	Dsec\GM21663
Spindly	Dsim\GD22747	Dsec\GM18139
spir	Dsim\GD24252	Dsec\GM23344
sPLA2	Dsim\GD10480	Dsec\GM20955
Sply	Dsim\GD25496	Dsec\GM20006
Spn	Dsim\GD13386	Dsec\GM14116
spn-A	Dsim\GD17366	Dsec\GM12184
spn-B	Dsim\GD18959	Dsec\GM24163
spn-D	Dsim\GD21329	Dsec\GM10376
spn-F	Dsim\GD21567	Dsec\GM12929
Spn100A	Dsim\GD21541	Dsec\GM12900
Spn27A	Dsim\GD22555	Dsec\GM14001
Spn28B	Dsim\GD23476	Dsec\GM16481
Spn28Da	Dsim\GD22458	Dsec\GM13262
Spn28Db	Dsim\GD22457	Dsec\GM13261
Spn31A	Dsim\GD23656	Dsec\GM17927
Spn42Da	Dsim\GD10292	Dsec\GM20841
Spn42Db	Dsim\GD10291	Dsec\GM11072
Spn42Dc	Dsim\GD10430	Dsec\GM11939
Spn42Dd	Dsim\GD10432	Dsec\GM20904
Spn42De	Dsim\GD10433	Dsec\GM20905
Spn43Aa	Dsim\GD10459	Dsec\GM20933
Spn43Ad	Dsim\GD10270	Dsec\GM20813
Spn47C	Dsim\GD25947	Dsec\GM20478
Spn53F	Dsim\GD25493	Dsec\GM20003
Spn55B	Dsim\GD11338	Dsec\GM21844
Spn75F	Dsim\GD12299	Dsec\GM14890
Spn77Ba	Dsim\GD14873	Dsec\GM22272
Spn77Bc	Dsim\GD14874	Dsec\GM22274
Spn85F	Dsim\GD18658	Dsec\GM23850
Spn88Ea	Dsim\GD20378	Dsec\GM25802
Spn88Eb	Dsim\GD20377	Dsec\GM25800
spo	Dsim\GD13187	Dsec\GM13910
SPoCk	Dsim\GD15051	Dsec\GM22470
spoon	Dsim\GD16260	Dsec\GM12645
Spp	Dsim\GD22952	Dsec\GM16661
SppL	Dsim\GD21240	Dsec\GM10271
Spps	Dsim\GD18309	Dsec\GM23502
SPR	Dsim\GD16733	Dsec\GM12414
Spred	Dsim\GD25657	Dsec\GM20184
spri	Dsim\GD24547	Dsec\GM11307
Sprn	Dsim\GD14336	Dsec\GM25305
sprt	Dsim\GD25902	Dsec\GM20431
Sps2	Dsim\GD23681	Dsec\GM18202
Spt	Dsim\GD10125	Dsec\GM20652
Spt-I	Dsim\GD10944	Dsec\GM21446
Spt20	Dsim\GD14455	Dsec\GM25427
Spt3	Dsim\GD18797	Dsec\GM23995
spt4	Dsim\GD10908	Dsec\GM21413
Spt5	Dsim\GD11454	Dsec\GM21959
Spt6	Dsim\GD16791	Dsec\GM12475
Sptr	Dsim\GD16111	Dsec\GM21323
spz	Dsim\spz	Dsec\GM10138
spz3	Dsim\GD22460	Dsec\GM13273
spz4	Dsim\GD23779	Dsec\GM19083
spz5	Dsim\GD13369	Dsec\GM14097
spz6	Dsim\GD11893	Dsec\GM11895
sqa	Dsim\GD10055	Dsec\GM20584
sqd	Dsim\GD20486	Dsec\GM25920
sqh	Dsim\sqh	Dsec\GM12587
squ	Dsim\GD24068	Dsec\GM17192
sqz	Dsim\GD19275	Dsec\GM26826
sr	Dsim\GD19200	Dsec\GM15276
Sr-CIII	Dsim\Sr-CIII	Dsec\GM18453
Sr-CIV	Dsim\Sr-CII	Dsec\GM20374
sra	Dsim\GD19080	Dsec\GM24291
Sra-1	Dsim\GD19013	Dsec\GM24222
Sras	Dsim\GD13889	Dsec\GM14706
Src42A	Dsim\GD10390	Dsec\GM16530
Src64B	Dsim\Src64B	Dsec\Src64B
srl	Dsim\GD19679	Dsec\GM10702
SRm160	Dsim\GD14425	Dsec\GM25393
sro	Dsim\GD21466	Dsec\GM12822
srp	Dsim\GD19064	Dsec\GM24275
Srp14	Dsim\GD19359	Dsec\GM23120
Srp19	Dsim\GD13067	Dsec\GM13769
Srp54	Dsim\GD23635	Dsec\GM17744
Srp54k	Dsim\GD13881	Dsec\GM14699
Srp68	Dsim\GD14144	Dsec\GM25108
Srp72	Dsim\GD19360	Dsec\GM23121
Srp9	Dsim\GD14042	Dsec\GM25006
SRPK	Dsim\GD11112	Dsec\GM21607
Srpk79D	Dsim\GD15024	Dsec\GM22439
SrpRbeta	Dsim\GD12967	Dsec\GM24921
srw	Dsim\GD13268	Dsec\GM13987
Sry-alpha	Dsim\Sry-alpha	Dsec\Sry-alpha
Sry-beta	Dsim\Sry-beta	Dsec\GM12853
Sry-delta	Dsim\Sry-delta	Dsec\GM12855
ss	Dsim\GD20292	Dsec\GM15436
Ssadh	Dsim\GD18186	Dsec\GM10233
Ssb-c31a	Dsim\GD23514	Dsec\GM16854
Ssdp	Dsim\GD20197	Dsec\GM15321
Sse	Dsim\GD13181	Dsec\GM13904
ssh	Dsim\GD18249	Dsec\GM23443
Ssk	Dsim\GD14857	Dsec\GM22258
Ssl	Dsim\GD15860	Dsec\GM17552
Ssl1	Dsim\GD15058	Dsec\GM22477
Ssl2	Dsim\GD18001	Dsec\GM12270
ssp2	Dsim\GD14465	Dsec\GM25438
ssp3	Dsim\GD21799	Dsec\GM17052
ssp5	Dsim\GD18799	Dsec\GM23996
ssp6	Dsim\GD13933	Dsec\GM14752
ssp7	Dsim\GD16000	Dsec\GM11263
SsRbeta	Dsim\GD14599	Dsec\GM25590
Ssrp	Dsim\GD25013	Dsec\GM15512
sstn	Dsim\GD12578	Dsec\GM24506
Ssu72	Dsim\GD17455	Dsec\GM22980
ssx	Dsim\GD16553	Dsec\GM19131
st	Dsim\st	Dsec\GM25639
St1	Dsim\GD11782	Dsec\GM16034
St2	Dsim\GD18598	Dsec\GM23787
St3	Dsim\GD11783	Dsec\GM16035
St4	Dsim\GD25727	Dsec\GM20241
ST6Gal	Dsim\ST6Gal	Dsec\ST6Gal
stac	Dsim\GD21164	Dsec\GM17793
Stam	Dsim\GD23740	Dsec\GM18758
stan	Dsim\GD10750	Dsec\GM21230
Start1	Dsim\GD11876	Dsec\GM11878
stas	Dsim\GD17353	Dsec\GM13307
Stat92E	Dsim\GD20060	Dsec\GM23187
stau	Dsim\GD25416	Dsec\GM19927
stc	Dsim\GD23996	Dsec\GM15949
stck	Dsim\GD18542	Dsec\GM23732
ste14	Dsim\GD14422	Dsec\GM25390
ste24a	Dsim\GD25504	Dsec\GM20015
ste24c	Dsim\GD15221	Dsec\GM20017
step	Dsim\GD21629	Dsec\GM23419
stet	Dsim\GD13475	Dsec\GM14213
stg	Dsim\GD17842	Dsec\GM12247
stg1	Dsim\GD24883	Dsec\GM23062
sti	Dsim\GD12711	Dsec\GM24647
stil	Dsim\GD10901	Dsec\GM21404
Stim	Dsim\GD15772	Dsec\GM22508
stj	Dsim\GD10984	Dsec\GM21490
stl	Dsim\GD11705	Dsec\GM15952
stmA	Dsim\GD10138	Dsec\GM20664
stnA	Dsim\GD17269	Dsec\GM10052
stnB	Dsim\GD17270	Dsec\GM10054
stops	Dsim\GD16578	Dsec\GM12102
Strica	Dsim\GD10341	Dsec\GM16490
STUB1	Dsim\CHIP	Dsec\GM18427
stum	Dsim\GD11615	Dsec\GM15854
stv	Dsim\GD14453	Dsec\GM25424
stwl	Dsim\GD17574	Dsec\GM24548
stx	Dsim\GD16017	Dsec\GM11291
Su(dx)	Dsim\GD23128	Dsec\GM16849
Su(fu)	Dsim\GD20549	Dsec\GM25989
Su(H)	Dsim\Su(H)	Dsec\GM15894
su(Hw)	Dsim\GD20429	Dsec\GM25860
Su(P)	Dsim\Su(P)	Dsec\GM24381
su(r)	Dsim\GD16077	Dsec\GM13670
Su(Tpl)	Dsim\GD12242	Dsec\GM15678
Su(var)2-10	Dsim\GD10632	Dsec\GM21096
Su(var)2-HP2	Dsim\GD25670	Dsec\GM20199
Su(var)205	Dsim\HP1A	Dsec\HP1A
Su(var)3-3	Dsim\GD14861	Dsec\GM22263
Su(var)3-7	Dsim\GD18892	Dsec\GM24093
Su(var)3-9	Dsim\GD20368	Dsec\GM25792
Su(z)12	Dsim\GD12239	Dsec\GM15475
sub	Dsim\GD25444	Dsec\GM19953
subdued	Dsim\GD20108	Dsec\GM26900
Sucb	Dsim\GD13190	Dsec\GM13912
sug	Dsim\GD10932	Dsec\GM21434
Sugb	Dsim\GD14321	Dsec\GM25290
Sulf1	Dsim\GD20299	Dsec\GM15446
sun	Dsim\GD24676	Dsec\GM22520
sunn	Dsim\GD14325	Dsec\GM25294
sunz	Dsim\GD19884	Dsec\GM10904
Sur	Dsim\GD22301	Dsec\GM11960
Surf1	Dsim\GD13981	Dsec\GM14809
Surf4	Dsim\GD20359	Dsec\GM25782
Surf6	Dsim\GD15089	Dsec\GM26886
sut1	Dsim\GD10537	Dsec\GM21003
sut2	Dsim\GD10538	Dsec\GM21004
sut3	Dsim\GD10539	Dsec\GM21005
sut4	Dsim\GD26006	Dsec\GM20552
SuUR	Dsim\SuUR	Dsec\SuUR
Suv3	Dsim\GD19716	Dsec\GM10744
sv	Dsim\GD24421	Dsec\GM13025
svp	Dsim\GD18809	Dsec\GM24010
svr	Dsim\GD16509	Dsec\GM19071
swa	Dsim\GD16194	Dsec\GM12576
swi2	Dsim\GD25450	Dsec\GM19959
swif	Dsim\GD15280	Dsec\GM20697
Swim	Dsim\GD25141	Dsec\GM15657
Swip-1	Dsim\GD21793	Dsec\GM17046
swm	Dsim\GD24214	Dsec\GM17355
Sws1	Dsim\GD22822	Dsec\GM18216
sxc	Dsim\GD17889	Dsec\GM11101
sxe2	Dsim\GD19073	Dsec\GM24283
Sxl	Dsim\Sxl	Dsec\Sxl
Syb	Dsim\GD25998	Dsec\GM20541
syd	Dsim\GD13029	Dsec\GM24980
Sym	Dsim\GD19586	Dsec\GM10594
Syn1	Dsim\GD12087	Dsec\GM22110
Syn2	Dsim\GD11204	Dsec\GM21707
Synd	Dsim\GD19377	Dsec\GM23138
Syngr	Dsim\GD25739	Dsec\GM20253
Syp	Dsim\GD19374	Dsec\GM23135
Syt1	Dsim\GD22802	Dsec\GM18197
Syt12	Dsim\GD17118	Dsec\GM11624
Syt14	Dsim\GD19687	Dsec\GM10711
Syt4	Dsim\GD19926	Dsec\GM10947
Syt7	Dsim\GD24386	Dsec\GM26786
Sytalpha	Dsim\GD12033	Dsec\GM17249
Sytbeta	Dsim\GD12588	Dsec\GM24517
Syx13	Dsim\GD14427	Dsec\GM25395
Syx16	Dsim\GD15538	Dsec\GM22676
Syx17	Dsim\GD13842	Dsec\GM14657
Syx18	Dsim\GD18283	Dsec\GM23475
Syx4	Dsim\Syx4	Dsec\GM18855
Syx5	Dsim\GD24051	Dsec\GM18666
Syx6	Dsim\GD10772	Dsec\GM21258
Syx7	Dsim\GD14962	Dsec\GM22370
Syx8	Dsim\GD12459	Dsec\GM24388
t	Dsim\GD16075	Dsec\GM22371
T-cp1	Dsim\T-cp1	Dsec\GM23644
t-cup	Dsim\GD22113	Dsec\GM26141
T3dh	Dsim\GD25134	Dsec\GM15646
T48	Dsim\GD21313	Dsec\GM10351
Tab2	Dsim\GD11443	Dsec\GM21946
tacc	Dsim\GD19661	Dsec\GM10686
Tace	Dsim\GD21492	Dsec\GM12850
Taf1	Dsim\GD19886	Dsec\GM10907
Taf10	Dsim\GD23181	Dsec\GM18365
Taf10b	Dsim\GD22805	Dsec\GM18200
Taf11	Dsim\GD22339	Dsec\GM12298
Taf12	Dsim\GD20646	Dsec\GM26083
Taf13	Dsim\GD11962	Dsec\GM16962
TAF1B	Dsim\GD20731	Dsec\GM26182
TAF1C-like	Dsim\GD25196	Dsec\GM15718
Taf2	Dsim\GD12884	Dsec\GM24832
Taf5	Dsim\GD25948	Dsec\GM20485
Taf6	Dsim\GD14815	Dsec\GM19603
Taf7	Dsim\GD19957	Dsec\GM10983
tai	Dsim\GD23591	Dsec\GM17417
Tailor	Dsim\GD19509	Dsec\GM10512
Tak1	Dsim\Tak1	Dsec\GM22666
Takl1	Dsim\GD20035	Dsec\GM23162
Takl2	Dsim\GD18431	Dsec\GM23620
Taldo	Dsim\GD11811	Dsec\GM16065
tam	Dsim\GD22040	Dsec\GM15104
Tango1	Dsim\GD23423	Dsec\GM16194
Tango10	Dsim\GD17043	Dsec\GM13105
Tango11	Dsim\GD25169	Dsec\GM15690
Tango13	Dsim\GD17135	Dsec\GM17618
Tango14	Dsim\GD23075	Dsec\GM16799
Tango4	Dsim\GD17060	Dsec\GM13251
Tango5	Dsim\GD24543	Dsec\GM11289
Tango6	Dsim\GD24165	Dsec\GM17302
Tango9	Dsim\GD20618	Dsec\GM26055
tank	Dsim\GD22687	Dsec\GM18069
tant	Dsim\GD13925	Dsec\GM14744
Tao	Dsim\GD15575	Dsec\GM22735
tap	Dsim\GD14703	Dsec\GM25695
Tap42	Dsim\GD23892	Dsec\GM10432
Tapdelta	Dsim\GD25906	Dsec\GM20435
tara	Dsim\GD19083	Dsec\GM15140
Task6	Dsim\GD20483	Dsec\GM25917
Task7	Dsim\GD20797	Dsec\GM16239
Tasp1	Dsim\GD12517	Dsec\GM24449
Taz	Dsim\GD25815	Dsec\GM20337
Tb	Dsim\GD21298	Dsec\GM10338
Tbc1d15-17	Dsim\GD23009	Dsec\GM16724
TBC1D16	Dsim\GD22256	Dsec\GM11658
TBC1D5	Dsim\GD20513	Dsec\GM15469
TBCB	Dsim\GD15215	Dsec\GM19827
TBCC	Dsim\GD11992	Dsec\GM18108
TBCD	Dsim\GD23133	Dsec\GM23718
Tbce	Dsim\GD10392	Dsec\GM16532
TbCMF46	Dsim\GD22324	Dsec\GM12136
Tbh	Dsim\Tbh	Dsec\GM11221
Tbp	Dsim\GD25175	Dsec\GM15696
TBPH	Dsim\GD25005	Dsec\GM15502
tbrd-1	Dsim\GD18344	Dsec\GM23532
tbrd-2	Dsim\GD11438	Dsec\GM21941
tbrd-3	Dsim\GD25062	Dsec\GM15561
Tcp-1eta	Dsim\GD18576	Dsec\GM23766
Tcs3	Dsim\GD14632	Dsec\GM25628
Tctp	Dsim\GD18736	Dsec\GM23923
Tdc1	Dsim\GD10313	Dsec\GM20862
Tdc2	Dsim\GD10312	Dsec\GM20861
Tdrd3	Dsim\GD14503	Dsec\GM25482
tectonic	Dsim\GD26014	Dsec\GM26926
tefu	Dsim\GD20371	Dsec\GM25794
Teh1	Dsim\GD20749	Dsec\GM26201
Teh2	Dsim\GD13286	Dsec\GM14005
Teh3	Dsim\GD13284	Dsec\GM14004
Teh4	Dsim\GD13287	Dsec\GM14006
Tehao	Dsim\Tehao	Dsec\GM10532
tej	Dsim\GD25688	Dsec\GM20217
Tektin-A	Dsim\GD24023	Dsec\GM18638
Tektin-C	Dsim\GD17596	Dsec\GM13895
temp	Dsim\GD16377	Dsec\GM18897
Tengl1	Dsim\GD22854	Dsec\GM18248
Tengl2	Dsim\GD22855	Dsec\GM18249
Tengl3	Dsim\GD22856	Dsec\GM18250
Tengl4	Dsim\GD18726	Dsec\GM23913
Tep1	Dsim\Tep1	Dsec\Tep1
Tep2	Dsim\Tep2	Dsec\Tep2
Tep4	Dsim\Tep4	Dsec\Tep4
teq	Dsim\GD14152	Dsec\GM25117
TER94	Dsim\GD10706	Dsec\GM21173
term	Dsim\GD14752	Dsec\GM14935
Tes	Dsim\GD25476	Dsec\GM19980
Tet	Dsim\GD13372	Dsec\GM14104
tex	Dsim\GD20876	Dsec\GM26354
tey	Dsim\GD12258	Dsec\GM16921
TFAM	Dsim\GD20056	Dsec\GM23183
TfAP-2	Dsim\GD14977	Dsec\GM22388
Tfb1	Dsim\GD11042	Dsec\GM21534
Tfb4	Dsim\GD22925	Dsec\GM16625
Tfb5	Dsim\GD11985	Dsec\GM18045
tfc	Dsim\GD13601	Dsec\GM14393
TfIIA-L	Dsim\GD21332	Dsec\GM10381
TfIIA-S	Dsim\GD18345	Dsec\GM23533
TfIIA-S-2	Dsim\GD24638	Dsec\GM19003
TfIIB	Dsim\GD23702	Dsec\GM18405
TfIIEalpha	Dsim\GD14320	Dsec\GM25289
TfIIEbeta	Dsim\GD13833	Dsec\GM14648
TfIIFalpha	Dsim\GD19872	Dsec\GM10893
TfIIFbeta	Dsim\GD20705	Dsec\GM26151
Tg	Dsim\GD23497	Dsec\GM16665
Tgi	Dsim\GD14454	Dsec\GM25426
tgo	Dsim\GD20825	Dsec\GM26289
Tgs1	Dsim\GD19221	Dsec\GM15294
Tgt	Dsim\GD23082	Dsec\GM16805
tgy	Dsim\GD24465	Dsec\GM22770
TH1	Dsim\GD15751	Dsec\GM13403
Thd1	Dsim\GD24378	Dsec\GM26778
THG	Dsim\GD21976	Dsec\GM14588
Thiolase	Dsim\GD25003	Dsec\GM15500
tHMG2	Dsim\GD11309	Dsec\GM26441
tho2	Dsim\GD22873	Dsec\GM23696
thoc5	Dsim\GD11814	Dsec\GM16068
thoc6	Dsim\GD12742	Dsec\GM24673
thoc7	Dsim\GD13532	Dsec\GM14294
Thor	Dsim\Thor	Dsec\GM11143
thr	Dsim\GD25435	Dsec\GM19944
ThrRS	Dsim\GD23818	Dsec\GM26732
ths	Dsim\GD10814	Dsec\GM21305
thw	Dsim\GD19922	Dsec\GM10942
Tie	Dsim\GD13248	Dsec\GM13965
Tif-IA	Dsim\GD21614	Dsec\GM18796
Tig	Dsim\GD22579	Dsec\GM17942
tilB	Dsim\GD10326	Dsec\GM11728
tim	Dsim\tim	Dsec\GM18146
Tim10	Dsim\GD25173	Dsec\GM15694
Tim13	Dsim\GD12777	Dsec\GM24714
Tim17a1	Dsim\GD19633	Dsec\GM10651
Tim17b	Dsim\GD11957	Dsec\GM23215
Tim17b1	Dsim\GD19775	Dsec\GM10800
Tim17b2	Dsim\GD24009	Dsec\GM16089
Tim23	Dsim\GD17741	Dsec\GM11757
Tim9a	Dsim\GD17121	Dsec\GM11629
Tim9b	Dsim\GD24457	Dsec\GM22727
timeout	Dsim\GD18885	Dsec\GM24087
Timp	Dsim\GD20727	Dsec\GM26178
tin	Dsim\tin	Dsec\tin
Tina-1	Dsim\GD24906	Dsec\GM11776
tinc	Dsim\GD19189	Dsec\GM15266
tio	Dsim\GD24341	Dsec\GM16153
Tip60	Dsim\EG:EG0007.7	Dsec\GM12702
tipE	Dsim\GD13821	Dsec\GM14633
tj	Dsim\GD12036	Dsec\GM17351
Tk	Dsim\GD20612	Dsec\GM26049
tko	Dsim\GD16364	Dsec\GM18879
TkR86C	Dsim\GD20709	Dsec\GM26156
TkR99D	Dsim\GD17519	Dsec\GM12200
Tl	Dsim\Tl	Dsec\GM10345
Tlk	Dsim\GD16650	Dsec\GM12304
tll	Dsim\GD21550	Dsec\GM12909
Tm1	Dsim\GD19006	Dsec\GM24215
Tm2	Dsim\GD15159	Dsec\GM24216
TM4SF	Dsim\GD11804	Dsec\GM17854
TM9SF2	Dsim\GD21683	Dsec\GM23311
TM9SF3	Dsim\GD13184	Dsec\GM13907
TM9SF4	Dsim\GD23917	Dsec\GM15157
Tmc	Dsim\GD14196	Dsec\GM25158
Tmem18	Dsim\GD10887	Dsec\GM21391
Tmhs	Dsim\GD13656	Dsec\GM14457
tmod	Dsim\GD21531	Dsec\GM12892
TMS1	Dsim\GD14640	Dsec\GM25636
tn	Dsim\GD11426	Dsec\GM21930
tna	Dsim\GD14262	Dsec\GM25229
Tnks	Dsim\GD18183	Dsec\GM10230
to	Dsim\GD21190	Dsec\GM17822
Tob	Dsim\GD12260	Dsec\GM12980
tobi	Dsim\GD18201	Dsec\GM17717
toe	Dsim\GD12721	Dsec\GM24657
tok	Dsim\tok	Dsec\GM26621
Toll-4	Dsim\GD19483	Dsec\GM17391
Toll-6	Dsim\GD14538	Dsec\GM25524
Toll-7	Dsim\GD11482	Dsec\GM21984
Toll-9	Dsim\GD12198	Dsec\GM22226
Tollo	Dsim\GD14532	Dsec\GM25517
Tom	Dsim\GD14509	Dsec\GM25490
Tom20	Dsim\GD14848	Dsec\GM19743
Tom40	Dsim\GD16856	Dsec\GM17536
Tom7	Dsim\GD10619	Dsec\GM21083
Tom70	Dsim\GD22142	Dsec\GM26429
tomboy20	Dsim\GD20710	Dsec\GM26157
tomboy40	Dsim\GD10402	Dsec\GM16540
Top2	Dsim\Top2	Dsec\Top2
Top3alpha	Dsim\GD24215	Dsec\GM17356
Top3beta	Dsim\GD16199	Dsec\GM12581
topi	Dsim\GD18648	Dsec\GM23838
Topors	Dsim\GD11423	Dsec\GM21927
tor	Dsim\GD10226	Dsec\GM20762
Torsin	Dsim\GD16282	Dsec\GM12675
tos	Dsim\GD21820	Dsec\GM17073
tou	Dsim\GD25895	Dsec\GM20421
tow	Dsim\GD13977	Dsec\GM14807
toy	Dsim\GD24416	Dsec\GM13021
Tpc1	Dsim\GD20692	Dsec\GM26138
Tpi	Dsim\Tpi	Dsec\GM12179
